"state","st_abbr","countyname","pollutant","revoked_naaqs","area_name","split","yr1992","yr1993","yr1994","yr1995","yr1996","yr1997","yr1998","yr1999","yr2000","yr2001","yr2002","yr2003","yr2004","yr2005","yr2006","yr2007","yr2008","yr2009","yr2010","yr2011","yr2012","yr2013","yr2014","yr2015","yr2016","yr2017","yr2018","yr2019","yr2020","yr2021","yr2022","yr2023","effec_rede","nonattain","class","part","population","fips_state","fips_cnty","pollorder","composid","exportdt"
"FLORIDA","FL","Hillsborough County","Sulfur Dioxide (2010)",NA,"Hillsborough County, FL",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","14","15","16","17","18",NA,NA,NA,NA,NA,"43811",NA,NA,"P",17477,"12","057","A","SO2.2010.Tampa",2023-01-31
"FLORIDA","FL","Hillsborough County","Sulfur Dioxide (2010)",NA,"Hillsborough-Polk County, FL",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","19",NA,NA,NA,NA,"43913",NA,NA,"P",2054,"12","057","A","SO2.2010.Hillsborough_Polk_Cos",2023-01-31
"FLORIDA","FL","Miami-Dade County","1-Hour Ozone (1979)","Revoked","Miami-Fort Lauderdale-W. Palm Beach, FL",FALSE,"92","93","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34814",NA,"Moderate","W",2496435,"12","086","E","Ozone_1-hr.1990.Miami",2023-01-31
"FLORIDA","FL","Nassau County","Sulfur Dioxide (2010)",NA,"Nassau County, FL",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","14","15","16","17","18",NA,NA,NA,NA,NA,"43609",NA,NA,"P",6217,"12","089","A","SO2.2010.Nassau_Co",2023-01-31
"FLORIDA","FL","Palm Beach County","1-Hour Ozone (1979)","Revoked","Miami-Fort Lauderdale-W. Palm Beach, FL",FALSE,"92","93","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34814",NA,"Moderate","W",1320134,"12","099","E","Ozone_1-hr.1990.Miami",2023-01-31
"FLORIDA","FL","Pinellas County","1-Hour Ozone (1979)","Revoked","Tampa-St. Petersburg-Clearwater, FL",FALSE,"92","93","94","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35100",NA,"Marginal","W",916542,"12","103","G","Ozone_1-hr.1990.Tampa",2023-01-31
"FLORIDA","FL","Polk County","Sulfur Dioxide (2010)",NA,"Hillsborough-Polk County, FL",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","19",NA,NA,NA,NA,"43913",NA,NA,"P",137,"12","105","A","SO2.2010.Hillsborough_Polk_Cos",2023-01-31
"GEORGIA","GA","Barrow County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",69367,"13","013","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Barrow County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",69367,"13","013","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Bartow County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",100157,"13","015","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Bartow County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",100157,"13","015","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Bartow County","8-Hour Ozone (2015)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","19","20","21","22","23","-   -","Yes","Marginal","W",100157,"13","015","f","Ozone_8-hr.2015.Atlanta",2023-01-31
"GEORGIA","GA","Bartow County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",100157,"13","015","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Bibb County","8-Hour Ozone (1997)","Revoked","Macon, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39374",NA,"Former Subpart 1","W",155547,"13","021","g","Ozone_8-hr.1997.Macon",2023-01-31
"GEORGIA","GA","Bibb County","PM-2.5 (1997)",NA,"Macon, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41802",NA,"Former Subpart 1","W",155547,"13","021","g","PM-2.5.1997.Macon",2023-01-31
"GEORGIA","GA","Carroll County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",110527,"13","045","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Carroll County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",110527,"13","045","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Catoosa County","PM-2.5 (1997)",NA,"Chattanooga, TN-GA-AL",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41992",NA,"Moderate","W",63942,"13","047","e","PM-2.5.1997.Chattanooga",2023-01-31
"GEORGIA","GA","Cherokee County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",214346,"13","057","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Cherokee County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",214346,"13","057","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Cherokee County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",214346,"13","057","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Cherokee County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",214346,"13","057","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Clayton County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",259424,"13","063","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Clayton County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",259424,"13","063","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Clayton County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",259424,"13","063","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Clayton County","8-Hour Ozone (2015)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","19","20","21","22","23","-   -","Yes","Marginal","W",259424,"13","063","f","Ozone_8-hr.2015.Atlanta",2023-01-31
"GEORGIA","GA","Clayton County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",259424,"13","063","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Cobb County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",688078,"13","067","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Cobb County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",688078,"13","067","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Cobb County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",688078,"13","067","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Cobb County","8-Hour Ozone (2015)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","19","20","21","22","23","-   -","Yes","Marginal","W",688078,"13","067","f","Ozone_8-hr.2015.Atlanta",2023-01-31
"GEORGIA","GA","Cobb County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",688078,"13","067","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Coweta County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",127317,"13","077","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Coweta County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",127317,"13","077","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Coweta County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",127317,"13","077","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Coweta County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",127317,"13","077","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","DeKalb County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",691893,"13","089","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","DeKalb County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",691893,"13","089","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","DeKalb County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",691893,"13","089","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","DeKalb County","8-Hour Ozone (2015)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","19","20","21","22","23","-   -","Yes","Marginal","W",691893,"13","089","f","Ozone_8-hr.2015.Atlanta",2023-01-31
"GEORGIA","GA","DeKalb County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",691893,"13","089","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Douglas County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",132403,"13","097","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Douglas County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",132403,"13","097","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Douglas County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",132403,"13","097","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Douglas County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",132403,"13","097","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Fayette County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",106567,"13","113","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Fayette County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",106567,"13","113","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Fayette County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",106567,"13","113","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Fayette County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",106567,"13","113","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Floyd County","PM-2.5 (1997)",NA,"Rome, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41803",NA,"Former Subpart 1","W",96317,"13","115","g","PM-2.5.1997.Rome",2023-01-31
"GEORGIA","GA","Forsyth County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",175511,"13","117","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Forsyth County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",175511,"13","117","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Forsyth County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",175511,"13","117","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Forsyth County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",175511,"13","117","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Fulton County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",920581,"13","121","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Fulton County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",920581,"13","121","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Fulton County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",920581,"13","121","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Fulton County","8-Hour Ozone (2015)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","19","20","21","22","23","-   -","Yes","Marginal","W",920581,"13","121","f","Ozone_8-hr.2015.Atlanta",2023-01-31
"GEORGIA","GA","Fulton County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",920581,"13","121","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Gwinnett County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",805321,"13","135","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Gwinnett County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",805321,"13","135","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Gwinnett County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",805321,"13","135","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Gwinnett County","8-Hour Ozone (2015)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","19","20","21","22","23","-   -","Yes","Marginal","W",805321,"13","135","f","Ozone_8-hr.2015.Atlanta",2023-01-31
"GEORGIA","GA","Gwinnett County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",805321,"13","135","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Hall County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",179684,"13","139","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Hall County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",179684,"13","139","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Heard County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","P",959,"13","149","e","PM-2.5.1997.Atlanta",2023-01-31
"GEORGIA","GA","Henry County","1-Hour Ozone (1979)","Revoked","Atlanta, GA",FALSE,"92","93","94","95","96","97","98","99","00","01","02","03","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38517",NA,"Severe-15","W",203922,"13","151","C","Ozone_1-hr.1990.Atlanta",2023-01-31
"GEORGIA","GA","Henry County","8-Hour Ozone (1997)","Revoked","Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","05","06","07","08","09","10","11","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41641",NA,"Moderate","W",203922,"13","151","e","Ozone_8-hr.1997.Atlanta",2023-01-31
"GEORGIA","GA","Henry County","8-Hour Ozone (2008)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","14","15","16",NA,NA,NA,NA,NA,NA,NA,"42888",NA,"Moderate","W",203922,"13","151","e","Ozone_8-hr.2008.Atlanta",2023-01-31
"GEORGIA","GA","Henry County","8-Hour Ozone (2015)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","19","20","21","22","23","-   -","Yes","Marginal","W",203922,"13","151","f","Ozone_8-hr.2015.Atlanta",2023-01-31
"GEORGIA","GA","Henry County","PM-2.5 (1997)",NA,"Atlanta, GA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","06","07","08","09","10","11","12","13","14","15",NA,NA,NA,NA,NA,NA,NA,NA,"42424",NA,"Moderate","W",203922,"13","151","e","PM-2.5.1997.Atlanta",2023-01-31
